,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Colour,Seats,No. of Doors,Price,Mileage_value,Mileage_unit,Engine_value,Engine_unit,Power_value,Power_unit,Car_Age,Company_Name,Model_Name
5116,Honda Jazz,Hyderabad,2016,43000,Diesel,Manual,First,Others,5,4,7.75,27.3,kmpl,1498,CC,98.6,bhp,9,Honda,Jazz
5117,Hyundai i10,Delhi,2012,62282,Petrol,Automatic,First,Black/Silver,5,4,2.9,16.95,kmpl,1197,CC,78.9,bhp,13,Hyundai,i10
5118,Honda City,Chennai,2014,30000,Petrol,Manual,Second,Black/Silver,5,4,6,16.8,kmpl,1497,CC,116.3,bhp,11,Honda,City
5119,Maruti Swift,Chennai,2019,65000,Diesel,Automatic,First,Black/Silver,5,4,6.75,26.59,kmpl,1248,CC,74,bhp,6,Maruti,Swift
5120,Hyundai i20,Mumbai,2014,32720,Diesel,Manual,First,White,5,4,4.5,23,kmpl,1396,CC,90,bhp,11,Hyundai,i20
5121,Maruti Ciaz,Kochi,2018,25692,Petrol,Manual,First,Others,5,4,9.95,21.56,kmpl,1462,CC,103.25,bhp,7,Maruti,Ciaz
5122,Maruti Celerio,Hyderabad,2014,44000,Petrol,Automatic,First,Others,5,4,4.3,23.1,kmpl,998,CC,67.04,bhp,11,Maruti,Celerio
5123,Maruti Celerio,Delhi,2014,48000,Petrol,Manual,First,Black/Silver,5,4,3.25,23.1,kmpl,998,CC,67.04,bhp,11,Maruti,Celerio
5124,Renault Duster,Jaipur,2013,61238,Diesel,Manual,First,White,5,4,5.25,20.45,kmpl,1461,CC,83.8,bhp,12,Renault,Duster
5125,Maruti Swift,Delhi,2014,71800,Diesel,Manual,First,Others,5,4,2.9,23.4,kmpl,1248,CC,74,bhp,11,Maruti,Swift
5126,Hyundai i20,Mumbai,2010,58000,Petrol,Manual,Second,Black/Silver,5,4,2.5,18.5,kmpl,1197,CC,80,bhp,15,Hyundai,i20
5127,Renault KWID,Kochi,2016,53886,Petrol,Manual,First,Black/Silver,5,4,3.07,25.17,kmpl,799,CC,53.3,bhp,9,Renault,KWID
5128,Hyundai i10,Mumbai,2008,38235,Petrol,Manual,First,Black/Silver,5,4,1.95,20.36,kmpl,1197,CC,78.9,bhp,17,Hyundai,i10
5129,Toyota Fortuner,Delhi,2014,107000,Diesel,Manual,First,Others,7,5,16.5,13,kmpl,2982,CC,168.5,bhp,11,Toyota,Fortuner
5130,Ford Ikon,Chennai,2002,65134,Petrol,Manual,Third,Black/Silver,5,4,0.8,13.8,kmpl,1299,CC,70,bhp,23,Ford,Ikon
5131,Toyota Corolla,Pune,2009,70000,Petrol,Manual,Third,Black/Silver,5,4,3,14.53,kmpl,1798,CC,138.1,bhp,16,Toyota,Corolla
5132,Skoda Fabia,Pune,2008,61000,Petrol,Manual,Second,Black/Silver,5,4,1.65,17.5,kmpl,1198,CC,70,bhp,17,Skoda,Fabia
5133,Maruti Swift,Kolkata,2013,40000,Petrol,Manual,First,Black/Silver,5,4,3.55,19.1,kmpl,1197,CC,85.8,bhp,12,Maruti,Swift
5134,Audi Q5,Hyderabad,2016,43000,Diesel,Automatic,First,Black/Silver,5,4,39.5,14.16,kmpl,1968,CC,174.3,bhp,9,Audi,Q5
5135,Skoda Superb,Kochi,2019,13747,Petrol,Automatic,First,Others,5,4,27.3,14.67,kmpl,1798,CC,177.46,bhp,6,Skoda,Superb
5136,Mercedes-Benz New,Delhi,2011,51000,Petrol,Automatic,First,Others,5,4,11.5,11.74,kmpl,1796,CC,186,bhp,14,Mercedes-Benz,New
5137,Mahindra XUV500,Pune,2012,80000,Diesel,Manual,First,Black/Silver,7,5,6.5,15.1,kmpl,2179,CC,140,bhp,13,Mahindra,XUV500
5138,Maruti Swift,Delhi,2012,52000,Diesel,Manual,First,White,5,4,3.55,28.4,kmpl,1248,CC,74,bhp,13,Maruti,Swift
5139,Mercedes-Benz New,Kochi,2011,71703,Petrol,Automatic,First,White,5,4,9.14,14.74,kmpl,1991,CC,181.03,bhp,14,Mercedes-Benz,New
5140,Chevrolet Aveo,Mumbai,2011,57000,Petrol,Manual,Second,White,5,4,2.1,14.49,kmpl,1399,CC,92.7,bhp,14,Chevrolet,Aveo
5141,Hyundai i20,Mumbai,2017,14001,Petrol,Manual,First,Others,5,4,5.75,18.6,kmpl,1197,CC,81.83,bhp,8,Hyundai,i20
5142,Maruti Alto,Delhi,2012,65537,CNG,Manual,Second,Black/Silver,4,4,2.1,33.44,km/kg,796,CC,40.3,bhp,13,Maruti,Alto
5143,Honda City,Delhi,2010,87430,Petrol,Manual,First,White,5,4,3.5,17,kmpl,1497,CC,118,bhp,15,Honda,City
5144,Ford EcoSport,Coimbatore,2019,35188,Diesel,Manual,First,Others,5,4,11.13,22.77,kmpl,1498,CC,98.59,bhp,6,Ford,EcoSport
5145,Maruti Alto,Pune,2017,38000,Petrol,Manual,First,Others,5,4,3.11,22.74,kmpl,796,CC,47.3,bhp,8,Maruti,Alto
5146,BMW 3,Chennai,2014,70000,Diesel,Automatic,First,White,5,4,17.55,18.88,kmpl,1995,CC,184,bhp,11,BMW,3
5147,Ford Endeavour,Hyderabad,2007,130000,Diesel,Manual,First,White,7,5,6,13.1,kmpl,2499,CC,141,bhp,18,Ford,Endeavour
5148,Maruti Wagon,Pune,2015,25200,Petrol,Manual,First,White,5,4,3.35,18.9,kmpl,998,CC,67.1,bhp,10,Maruti,Wagon
5149,Honda Jazz,Kolkata,2010,39800,Petrol,Manual,First,Black/Silver,5,4,1.99,16,kmpl,1198,CC,90,bhp,15,Honda,Jazz
5150,Hyundai i10,Chennai,2012,55231,Petrol,Manual,Second,White,5,4,2.78,20.36,kmpl,1197,CC,78.9,bhp,13,Hyundai,i10
5151,Maruti Wagon,Mumbai,2014,40000,CNG,Manual,Second,Black/Silver,5,4,3.15,26.6,km/kg,998,CC,58.16,bhp,11,Maruti,Wagon
5152,Honda Accord,Mumbai,2011,60000,Petrol,Automatic,First,White,5,4,4.45,11.7,kmpl,2354,CC,177.6,bhp,14,Honda,Accord
5153,Mahindra KUV,Kochi,2017,29085,Petrol,Manual,First,White,6,4,5.84,18.15,kmpl,1198,CC,82,bhp,8,Mahindra,KUV
5154,Tata Nano,Kochi,2014,59508,Petrol,Manual,First,White,4,4,1.26,25.4,kmpl,624,CC,37.48,bhp,11,Tata,Nano
5155,Toyota Fortuner,Pune,2014,55960,Diesel,Manual,First,Black/Silver,7,5,17.25,11.5,kmpl,2982,CC,171,bhp,11,Toyota,Fortuner
5156,Honda Amaze,Kolkata,2014,36000,Diesel,Manual,First,Black/Silver,5,4,3.25,25.8,kmpl,1498,CC,98.6,bhp,11,Honda,Amaze
5157,Maruti Omni,Coimbatore,2017,15473,Petrol,Manual,First,White,5,4,3.58,16.8,kmpl,796,CC,34.2,bhp,8,Maruti,Omni
5158,Honda Amaze,Kochi,2017,61795,Petrol,Manual,First,Black/Silver,5,4,5.53,17.8,kmpl,1198,CC,86.7,bhp,8,Honda,Amaze
5159,Fiat Grande,Kolkata,2011,25000,Petrol,Manual,Second,Black/Silver,5,4,1.25,15.7,kmpl,1172,CC,67,bhp,14,Fiat,Grande
5160,Honda Jazz,Kochi,2010,82606,Petrol,Manual,Second,White,5,4,2.69,16,kmpl,1198,CC,90,bhp,15,Honda,Jazz
5161,Jeep Compass,Coimbatore,2019,6261,Diesel,Manual,First,Black/Silver,5,4,23.91,16.3,kmpl,1956,CC,170,bhp,6,Jeep,Compass
5162,Maruti Alto,Mumbai,2013,26200,CNG,Manual,First,Black/Silver,5,4,2.15,30.46,km/kg,796,CC,47.3,bhp,12,Maruti,Alto
5163,Maruti Wagon,Mumbai,2009,53000,Petrol,Manual,Second,White,5,4,1.85,14,kmpl,1061,CC,64,bhp,16,Maruti,Wagon
5164,Volkswagen Ameo,Kochi,2018,17370,Petrol,Manual,First,White,5,4,5.84,17,kmpl,1198,CC,73.75,bhp,7,Volkswagen,Ameo
5165,Maruti Alto,Kolkata,2018,2100,Petrol,Manual,First,Black/Silver,5,4,3.6,24.07,kmpl,998,CC,67.1,bhp,7,Maruti,Alto
5166,Honda Brio,Mumbai,2012,25000,Petrol,Manual,First,White,5,4,2.75,18.4,kmpl,1198,CC,86.8,bhp,13,Honda,Brio
5167,Hyundai i20,Ahmedabad,2016,74000,Diesel,Manual,First,Black/Silver,5,4,6.5,21.9,kmpl,1396,CC,88.76,bhp,9,Hyundai,i20
5168,Hyundai Grand,Delhi,2015,27000,Petrol,Manual,First,White,5,4,4.5,18.9,kmpl,1197,CC,82,bhp,10,Hyundai,Grand
5169,Mercedes-Benz E-Class,Jaipur,2013,60000,Diesel,Automatic,First,White,5,4,27,10,kmpl,2148,CC,170,bhp,12,Mercedes-Benz,E-Class
5170,Maruti Eeco,Chennai,2016,55000,Petrol,Manual,First,Others,7,5,3.75,15.1,kmpl,1196,CC,73,bhp,9,Maruti,Eeco
5171,Toyota Corolla,Hyderabad,2010,156210,Diesel,Manual,First,Others,5,4,5.99,21.43,kmpl,1364,CC,87.2,bhp,15,Toyota,Corolla
5172,Maruti Alto,Hyderabad,2009,85000,Petrol,Manual,Second,White,5,4,1.8,19.7,kmpl,796,CC,46.3,bhp,16,Maruti,Alto
5173,Ford Figo,Hyderabad,2013,90200,Diesel,Manual,First,Black/Silver,5,4,3.5,20,kmpl,1399,CC,68.05,bhp,12,Ford,Figo
5174,Hyundai i20,Jaipur,2017,58500,Petrol,Manual,First,White,5,4,6.25,18.6,kmpl,1197,CC,81.83,bhp,8,Hyundai,i20
5175,Ford EcoSport,Mumbai,2017,2000,Petrol,Manual,First,White,5,4,8.65,18.88,kmpl,1499,CC,110.4,bhp,8,Ford,EcoSport
5176,Hyundai Creta,Coimbatore,2017,15731,Petrol,Manual,First,White,5,4,12.49,15.29,kmpl,1591,CC,121.3,bhp,8,Hyundai,Creta
5177,Nissan Micra,Mumbai,2015,34895,Petrol,Automatic,First,Black/Silver,5,4,4.6,19.15,kmpl,1198,CC,75.94,bhp,10,Nissan,Micra
5178,Mercedes-Benz E-Class,Mumbai,2010,73000,Petrol,Automatic,First,White,5,4,10.4,10.93,kmpl,3498,CC,272,bhp,15,Mercedes-Benz,E-Class
5179,Ford EcoSport,Kolkata,2017,1800,Petrol,Automatic,First,White,5,4,11.37,16.05,kmpl,1499,CC,110.4,bhp,8,Ford,EcoSport
5180,Mahindra KUV,Chennai,2016,13500,Petrol,Manual,First,White,6,4,3.75,18.15,kmpl,1198,CC,82,bhp,9,Mahindra,KUV
5181,Maruti Baleno,Coimbatore,2018,25093,Petrol,Manual,First,Others,5,4,7.76,21.4,kmpl,1197,CC,83.1,bhp,7,Maruti,Baleno
5182,Honda City,Mumbai,2015,28004,Petrol,Manual,First,White,5,4,7.1,17.8,kmpl,1497,CC,117.3,bhp,10,Honda,City
5183,Maruti SX4,Pune,2007,68553,Petrol,Manual,Second,White,5,4,1.5,15,kmpl,1586,CC,104.68,bhp,18,Maruti,SX4
5184,Renault Duster,Bangalore,2013,75371,Diesel,Manual,First,Others,5,4,6.69,20.46,kmpl,1461,CC,83.8,bhp,12,Renault,Duster
5185,Maruti Wagon,Mumbai,2014,43628,Petrol,Manual,First,Black/Silver,5,4,3.16,22.5,kmpl,998,CC,67.04,bhp,11,Maruti,Wagon
5186,Audi Q7,Coimbatore,2014,118218,Diesel,Automatic,First,White,7,5,31.41,12.07,kmpl,2967,CC,241.4,bhp,11,Audi,Q7
5187,Skoda Rapid,Hyderabad,2017,31000,Diesel,Manual,First,Others,5,4,10.5,21.13,kmpl,1498,CC,108.4,bhp,8,Skoda,Rapid
5188,Toyota Etios,Kolkata,2012,55000,Petrol,Manual,First,Others,5,4,2.99,17.6,kmpl,1496,CC,88.7,bhp,13,Toyota,Etios
5189,Mahindra Scorpio,Kolkata,2011,51387,Diesel,Manual,First,Others,7,5,5.5,12.05,kmpl,2179,CC,120,bhp,14,Mahindra,Scorpio
5190,Maruti Alto,Hyderabad,2007,52195,Petrol,Manual,First,Others,5,4,1.75,19.7,kmpl,796,CC,46.3,bhp,18,Maruti,Alto
5191,Mahindra XUV500,Pune,2011,90000,Diesel,Manual,Second,White,7,5,6.1,15.1,kmpl,2179,CC,140,bhp,14,Mahindra,XUV500
5192,Hyundai Verna,Jaipur,2015,89000,Petrol,Manual,First,Black/Silver,5,4,7.5,17.01,kmpl,1591,CC,121.3,bhp,10,Hyundai,Verna
5193,Jaguar XJ,Coimbatore,2011,43686,Petrol,Automatic,First,Others,4,4,50.66,10.5,kmpl,5000,CC,503,bhp,14,Jaguar,XJ
5194,Tata Indigo,Ahmedabad,2012,50123,Diesel,Manual,First,White,5,4,1.9,17,kmpl,1405,CC,70,bhp,13,Tata,Indigo
5195,Tata Manza,Kolkata,2010,40000,Petrol,Manual,First,Others,5,4,1.35,15,kmpl,1368,CC,90,bhp,15,Tata,Manza
5196,Honda City,Jaipur,2014,76551,Diesel,Manual,First,White,5,4,7.25,25.1,kmpl,1498,CC,98.6,bhp,11,Honda,City
5197,Toyota Etios,Coimbatore,2018,43127,Diesel,Manual,First,Others,5,4,6.85,23.59,kmpl,1364,CC,67.04,bhp,7,Toyota,Etios
5198,Maruti Celerio,Jaipur,2014,56000,Petrol,Manual,First,Others,5,4,2.79,23.1,kmpl,998,CC,67.04,bhp,11,Maruti,Celerio
5199,Maruti Ciaz,Delhi,2017,32000,Petrol,Automatic,First,Others,5,4,9.2,19.12,kmpl,1373,CC,91.1,bhp,8,Maruti,Ciaz
5200,Maruti Ciaz,Kolkata,2015,62144,Diesel,Manual,Second,Others,5,4,5.75,26.21,kmpl,1248,CC,88.5,bhp,10,Maruti,Ciaz
5201,Mercedes-Benz S,Kolkata,2010,35277,Petrol,Automatic,First,White,5,4,30,7.81,kmpl,5461,CC,362.9,bhp,15,Mercedes-Benz,S
5202,Honda Amaze,Kochi,2016,39854,Petrol,Manual,First,Others,5,4,5.64,18,kmpl,1198,CC,86.7,bhp,9,Honda,Amaze
5203,Audi A4,Delhi,2009,88000,Diesel,Automatic,First,Black/Silver,5,4,7.98,16.55,kmpl,1968,CC,140,bhp,16,Audi,A4
5204,Hyundai Grand,Jaipur,2017,23000,Petrol,Manual,First,White,5,4,4.5,18.9,kmpl,1197,CC,82,bhp,8,Hyundai,Grand
5205,Hyundai i10,Hyderabad,2011,60000,Petrol,Manual,First,Others,5,4,3.2,20.36,kmpl,1197,CC,78.9,bhp,14,Hyundai,i10
5206,Hyundai Grand,Jaipur,2018,10000,Petrol,Manual,First,White,5,4,5.85,18.9,kmpl,1197,CC,81.86,bhp,7,Hyundai,Grand
5207,Maruti Alto,Bangalore,2011,11000,Petrol,Manual,Third,Black/Silver,5,4,2.9,18.9,kmpl,796,CC,47,bhp,14,Maruti,Alto
5208,Audi Q5,Coimbatore,2014,87652,Diesel,Automatic,Second,Others,5,4,25.71,14.16,kmpl,1968,CC,174.3,bhp,11,Audi,Q5
5209,Honda City,Kochi,2016,47681,Petrol,Automatic,First,Others,5,4,8.73,16.8,kmpl,1497,CC,116.3,bhp,9,Honda,City
5210,Maruti Wagon,Coimbatore,2015,72599,Petrol,Manual,First,Black/Silver,5,4,4.32,22.5,kmpl,998,CC,67.04,bhp,10,Maruti,Wagon
5211,Hyundai Grand,Coimbatore,2018,20667,Petrol,Automatic,First,Others,5,4,7.55,18.9,kmpl,1197,CC,81.86,bhp,7,Hyundai,Grand
5212,BMW 5,Mumbai,2013,35000,Diesel,Automatic,First,White,5,4,21,16.73,kmpl,2993,CC,218,bhp,12,BMW,5
5213,Tata Nano,Bangalore,2016,17800,Petrol,Automatic,Second,White,4,4,2.38,21.9,kmpl,624,CC,37.48,bhp,9,Tata,Nano
5214,Honda Brio,Kochi,2015,49133,Petrol,Manual,First,Black/Silver,5,4,4.51,19.4,kmpl,1198,CC,86.8,bhp,10,Honda,Brio
5215,Maruti Swift,Pune,2011,70000,Petrol,Manual,First,Black/Silver,5,4,1.3,16.1,kmpl,1298,CC,88.2,bhp,14,Maruti,Swift
5216,Nissan Sunny,Kochi,2013,68880,Petrol,Manual,First,Black/Silver,5,4,3.97,16.95,kmpl,1498,CC,97.7,bhp,12,Nissan,Sunny
5217,BMW 3,Pune,2011,43706,Petrol,Automatic,First,White,5,4,9,10.9,kmpl,2497,CC,215,bhp,14,BMW,3
5218,Honda City,Mumbai,2005,56000,Petrol,Manual,Second,White,5,4,1.25,17.7,kmpl,1497,CC,78,bhp,20,Honda,City
5219,Toyota Etios,Coimbatore,2016,53702,Diesel,Manual,First,Others,5,4,6.55,23.59,kmpl,1364,CC,67.04,bhp,9,Toyota,Etios
5220,Chevrolet Beat,Kolkata,2013,26300,Diesel,Manual,First,Others,5,4,2.8,25.44,kmpl,936,CC,57.6,bhp,12,Chevrolet,Beat
5221,Ford EcoSport,Pune,2017,14000,Petrol,Automatic,First,Black/Silver,5,4,9.99,14.8,kmpl,1497,CC,121.36,bhp,8,Ford,EcoSport
5222,Chevrolet Sail,Mumbai,2015,41000,Petrol,Manual,First,Others,5,4,3.25,18.2,kmpl,1199,CC,82.4,bhp,10,Chevrolet,Sail
5223,Honda Brio,Coimbatore,2014,28637,Petrol,Manual,First,White,5,4,5.53,19.4,kmpl,1198,CC,86.8,bhp,11,Honda,Brio
5224,Honda Amaze,Jaipur,2014,41210,Petrol,Manual,First,Others,5,4,4.4,18,kmpl,1198,CC,86.7,bhp,11,Honda,Amaze
5225,Maruti Ritz,Kolkata,2010,47722,Diesel,Manual,First,White,5,4,1.7,21.1,kmpl,1248,CC,73.9,bhp,15,Maruti,Ritz
5226,Maruti Swift,Pune,2014,197000,Diesel,Manual,First,Others,5,4,5,23.4,kmpl,1248,CC,74,bhp,11,Maruti,Swift
5227,Renault Duster,Ahmedabad,2014,55300,Diesel,Manual,First,White,5,4,4.75,19.87,kmpl,1461,CC,83.8,bhp,11,Renault,Duster
5228,Maruti Celerio,Mumbai,2016,7100,Petrol,Automatic,First,Others,5,4,4.35,23.1,kmpl,998,CC,67.04,bhp,9,Maruti,Celerio
5229,Maruti Swift,Chennai,2015,49900,Petrol,Manual,First,Others,5,4,4.8,20.85,kmpl,1197,CC,83.14,bhp,10,Maruti,Swift
5230,Audi Q3,Coimbatore,2018,22060,Diesel,Automatic,First,White,5,4,32.73,18.51,kmpl,1968,CC,147.51,bhp,7,Audi,Q3
5231,Maruti Alto,Jaipur,2016,51264,Petrol,Manual,First,Black/Silver,5,4,3.2,24.07,kmpl,998,CC,67.1,bhp,9,Maruti,Alto
5232,Ford Ikon,Pune,2004,69870,Petrol,Manual,Second,Others,5,4,1.1,14.2,kmpl,1597,CC,92,bhp,21,Ford,Ikon
5233,Hyundai Verna,Pune,2013,21107,Petrol,Manual,First,Others,5,4,5.25,17.1,kmpl,1591,CC,121.3,bhp,12,Hyundai,Verna
5234,Volkswagen Vento,Hyderabad,2012,110000,Diesel,Manual,Second,White,5,4,3.65,20.54,kmpl,1598,CC,103.6,bhp,13,Volkswagen,Vento
5235,Honda City,Pune,2013,127000,Petrol,Manual,Second,Others,5,4,4.5,16.8,kmpl,1497,CC,116.3,bhp,12,Honda,City
5236,Maruti Swift,Ahmedabad,2010,83000,Diesel,Manual,First,Black/Silver,5,4,2.75,19.3,kmpl,1248,CC,73.9,bhp,15,Maruti,Swift
5237,Maruti Swift,Chennai,2014,75180,Diesel,Manual,First,White,5,4,5.25,22.9,kmpl,1248,CC,74,bhp,11,Maruti,Swift
5238,Renault Duster,Mumbai,2013,29000,Diesel,Manual,First,White,5,4,6.5,19.01,kmpl,1461,CC,108.45,bhp,12,Renault,Duster
5239,Toyota Corolla,Kochi,2013,81504,Diesel,Manual,First,Others,5,4,6.53,21.43,kmpl,1364,CC,87.2,bhp,12,Toyota,Corolla
5240,Honda Mobilio,Kolkata,2015,50000,Diesel,Manual,First,Black/Silver,7,5,4.7,24.2,kmpl,1498,CC,98.6,bhp,10,Honda,Mobilio
5241,Maruti Swift,Pune,2010,135000,Diesel,Manual,First,Others,5,4,3.1,17.8,kmpl,1248,CC,75,bhp,15,Maruti,Swift
5242,Mahindra E,Chennai,2016,50000,Electric,Automatic,First,White,5,4,13,18.16,kmpl,72,CC,41,bhp,9,Mahindra,E
5243,Hyundai Grand,Delhi,2018,9434,Petrol,Manual,First,White,5,4,5.75,18.9,kmpl,1197,CC,81.86,bhp,7,Hyundai,Grand
5244,Hyundai Santro,Delhi,2012,53000,Petrol,Manual,First,White,5,4,2.35,17.92,kmpl,1086,CC,62.1,bhp,13,Hyundai,Santro
5245,Honda City,Delhi,2014,55000,Petrol,Manual,First,Black/Silver,5,4,5.84,17.8,kmpl,1497,CC,117.3,bhp,11,Honda,City
5246,Renault Duster,Mumbai,2016,36600,Diesel,Manual,First,Black/Silver,5,4,7.49,19.87,kmpl,1461,CC,83.8,bhp,9,Renault,Duster
5247,Maruti Swift,Hyderabad,2017,2000,Diesel,Manual,First,Others,5,4,8.2,28.4,kmpl,1248,CC,74,bhp,8,Maruti,Swift
5248,Ford Fiesta,Pune,2012,78000,Diesel,Manual,First,White,5,4,2.8,17.8,kmpl,1399,CC,68,bhp,13,Ford,Fiesta
5249,Audi Q5,Coimbatore,2013,80127,Diesel,Automatic,First,Others,5,4,23.68,12.8,kmpl,1968,CC,167.6,bhp,12,Audi,Q5
5250,Audi Q3,Mumbai,2017,31000,Diesel,Automatic,First,White,5,4,27,18.51,kmpl,1968,CC,147.51,bhp,8,Audi,Q3
5251,Hyundai i10,Jaipur,2010,83000,Petrol,Manual,First,White,5,4,1.75,19.81,kmpl,1086,CC,68.05,bhp,15,Hyundai,i10
5252,Honda CR-V,Kolkata,2015,35000,Petrol,Automatic,First,White,5,4,14.7,10.1,kmpl,2354,CC,152,bhp,10,Honda,CR-V
5253,Honda City,Hyderabad,2015,82000,Diesel,Manual,First,White,5,4,8,25.6,kmpl,1498,CC,98.6,bhp,10,Honda,City
5254,Toyota Fortuner,Ahmedabad,2016,88008,Diesel,Automatic,Second,Black/Silver,7,5,22.5,12.9,kmpl,2755,CC,174.5,bhp,9,Toyota,Fortuner
5255,Renault Duster,Hyderabad,2013,42000,Diesel,Manual,First,White,5,4,8,19.64,kmpl,1461,CC,108.45,bhp,12,Renault,Duster
5256,Tata Nexon,Mumbai,2018,14000,Diesel,Manual,First,White,5,4,9.9,21.5,kmpl,1497,CC,108.5,bhp,7,Tata,Nexon
5257,Hyundai Xcent,Pune,2018,31000,Petrol,Manual,First,Others,5,4,5,20.14,kmpl,1197,CC,81.86,bhp,7,Hyundai,Xcent
5258,Honda City,Kochi,2017,65850,Diesel,Manual,First,Black/Silver,5,4,9.44,25.1,kmpl,1498,CC,98.6,bhp,8,Honda,City
5259,Hyundai Elantra,Coimbatore,2015,58239,Petrol,Automatic,First,Black/Silver,5,4,9.69,14.62,kmpl,1999,CC,149.92,bhp,10,Hyundai,Elantra
5260,Maruti Wagon,Jaipur,2007,71000,Petrol,Manual,Second,Others,5,4,1.5,18.9,kmpl,998,CC,67.1,bhp,18,Maruti,Wagon
5261,Hyundai i10,Chennai,2008,85445,Petrol,Manual,Second,Others,5,4,2,19.81,kmpl,1086,CC,68.05,bhp,17,Hyundai,i10
5262,Maruti Celerio,Kolkata,2015,30458,Petrol,Manual,First,Others,5,4,2.99,23.1,kmpl,998,CC,67.04,bhp,10,Maruti,Celerio
5263,Volkswagen Vento,Kolkata,2015,70623,Petrol,Manual,First,Black/Silver,5,4,3.99,15.04,kmpl,1598,CC,103.6,bhp,10,Volkswagen,Vento
5264,Hyundai Accent,Pune,2005,123200,Petrol,Manual,Second,White,5,4,1,13.2,kmpl,1495,CC,94,bhp,20,Hyundai,Accent
5265,Mercedes-Benz New,Bangalore,2012,49000,Diesel,Automatic,Second,Others,5,4,19.25,14.84,kmpl,2143,CC,167.62,bhp,13,Mercedes-Benz,New
5266,Maruti Wagon,Hyderabad,2013,67263,Petrol,Manual,First,Black/Silver,5,4,3.6,18.9,kmpl,998,CC,67.1,bhp,12,Maruti,Wagon
5267,Toyota Etios,Delhi,2011,36000,Petrol,Manual,First,White,5,4,3.2,17.6,kmpl,1496,CC,88.7,bhp,14,Toyota,Etios
5268,Toyota Corolla,Coimbatore,2015,53920,Petrol,Manual,First,Others,5,4,10.77,14.28,kmpl,1798,CC,138.03,bhp,10,Toyota,Corolla
5269,Ford Ecosport,Hyderabad,2014,62700,Diesel,Manual,First,Black/Silver,5,4,6.8,22.7,kmpl,1498,CC,89.84,bhp,11,Ford,Ecosport
5270,BMW 3,Hyderabad,2013,30000,Diesel,Automatic,First,White,5,4,22,18.88,kmpl,1995,CC,184,bhp,12,BMW,3
5271,Toyota Innova,Hyderabad,2009,147000,Diesel,Manual,First,Others,7,4,7.5,12.99,kmpl,2494,CC,100.6,bhp,16,Toyota,Innova
5272,Mercedes-Benz E-Class,Mumbai,2014,52000,Diesel,Automatic,First,White,5,4,24.5,13,kmpl,2143,CC,204,bhp,11,Mercedes-Benz,E-Class
5273,Hyundai Grand,Kochi,2017,17489,Petrol,Automatic,First,Others,5,4,5.99,18.9,kmpl,1197,CC,82,bhp,8,Hyundai,Grand
5274,Maruti Dzire,Pune,2018,27000,Diesel,Manual,First,White,5,4,5.9,28.4,kmpl,1248,CC,73.75,bhp,7,Maruti,Dzire
5275,Audi A4,Jaipur,2012,60000,Diesel,Automatic,Second,Others,5,4,16,15.2,kmpl,1968,CC,140.8,bhp,13,Audi,A4
5276,Hyundai Elite,Kochi,2018,18553,Petrol,Manual,First,Others,5,4,7.93,18.6,kmpl,1197,CC,81.86,bhp,7,Hyundai,Elite
5277,Toyota Fortuner,Kochi,2015,51535,Diesel,Automatic,First,Others,7,5,19.03,12.55,kmpl,2982,CC,168.5,bhp,10,Toyota,Fortuner
5278,Volkswagen Vento,Pune,2013,41000,Petrol,Automatic,First,White,5,4,5.25,14.4,kmpl,1598,CC,103.6,bhp,12,Volkswagen,Vento
5279,Honda Jazz,Chennai,2017,8000,Petrol,Manual,First,Black/Silver,5,4,7.9,18.2,kmpl,1199,CC,88.7,bhp,8,Honda,Jazz
5280,BMW 3,Mumbai,2016,31000,Diesel,Automatic,First,Black/Silver,5,4,29.95,21.76,kmpl,1995,CC,190,bhp,9,BMW,3
5281,Toyota Innova,Hyderabad,2011,144471,Diesel,Manual,First,Others,8,5,7.8,12.8,kmpl,2494,CC,102,bhp,14,Toyota,Innova
5282,Tata Nano,Pune,2011,50000,Petrol,Manual,Second,Others,4,4,0.75,23.9,kmpl,624,CC,37.48,bhp,14,Tata,Nano
5283,Mercedes-Benz E-Class,Kochi,2017,36884,Diesel,Automatic,First,Black/Silver,5,4,32.25,13,kmpl,2143,CC,204,bhp,8,Mercedes-Benz,E-Class
5284,Volkswagen Vento,Mumbai,2011,58000,Petrol,Manual,First,White,5,4,3,15.04,kmpl,1598,CC,103.6,bhp,14,Volkswagen,Vento
5285,Toyota Innova,Hyderabad,2006,142000,Diesel,Manual,First,Black/Silver,7,4,6.25,12.8,kmpl,2494,CC,102,bhp,19,Toyota,Innova
5286,Maruti Alto,Kochi,2018,46805,Petrol,Manual,First,Black/Silver,5,4,3.63,24.07,kmpl,998,CC,67.1,bhp,7,Maruti,Alto
5287,Honda Amaze,Delhi,2014,66000,Diesel,Manual,First,White,5,4,3.5,25.8,kmpl,1498,CC,98.6,bhp,11,Honda,Amaze
5288,Honda City,Mumbai,2007,70000,Petrol,Manual,First,White,5,4,1.55,16.9,kmpl,1497,CC,100,bhp,18,Honda,City
5289,Mahindra Scorpio,Bangalore,2008,176000,Diesel,Manual,Second,Others,8,5,4.3,10.5,kmpl,2179,CC,120,bhp,17,Mahindra,Scorpio
